phrasing,intent,source
"Yafitanye imibonano mpuzabitsina na mushiki we kandi yarayihishe imyaka myinshi, narayihanganye maze amaherezo ambwira ibyabaye. ariko sinumva ko ari kumbwira inkuru yose. akora na we kandi amubona buri munsi. numva ntakwiriye kuguma hamwe na we, ariko avuga ko yarangije igihe kirekire.",relationship_support,amod
"Ubu mfite umugabo umwe, kandi iyo ndamufite, arankomeretsa, we n'umugore we batandukanye igihe twabonanaga, ubu arumva atanye na we, kandi arumva ko ari bibi cyane.",relationship_support,amod
"Nari mu mubano hafi imyaka itanu. Twari inshuti mu myaka mike mbere yuko dutangira umubano. Yari umuntu wita ku bandi, w'incuti kandi w'igikundiro kugeza mu myaka itatu n'igice ishize. Yatangiye kuntegeka: uwo nakundaga, aho nari mpora, kandi yagize ikibazo gikomeye cy'urukozasoni iyo ngerageza kumubaza ibibazo bimwe. Muri icyo gihe cyose, yankundaga nk'inshuti kandi yanshukaga n'abo navugaga ko ari inshuti zanjye.",relationship_support,amod
"Umwaka ushize umugabo wanjye yambwiye ko atigeze ankunda kandi ko atari yagombye gushaka. Yagiye avuga ko yatandukanye n'uwo bashakanye, ariko ntiyabitangaho. Ubu afite umukunzi, arantaye n'abana be. Nta bufasha afite, kandi amaze amezi ane ataba mu rugo. Yarakaye cyane kandi ararakara. Avuga ko ari jye ubwanjye, kandi ko tudashoboye guhuza.",relationship_support,amod
"Umugabo wanjye yakoresheje amagambo menshi mabi kugira ngo ankoze ku mutima, maze njya mu rugo.",relationship_support,amod
"Njye n'umusore twakundanye twari kumwe. Yari amaze imyaka ibiri afitanye agakungu n'umukobwa, kandi yari atwite inshuro eshatu. Umwe yari yafashe inda, undi yari yafashe inda, hanyuma abyara umwana wa gatatu.",relationship_support,amod
"Jye n'umugabo wanjye twarashyamiranye cyane, avuga ko ashaka gutana nanjye, maze ndagenda. Ndacyajya mu rugo kenshi nkajya kureba abana banjye, kandi n'ubwo na we avuga ko ari uko bimeze, ntiyigeze ashyikiriza urwo rupapuro.",relationship_support,amod
"Mu mwaka wa 2008 umugabo wanjye w'imyaka 14 y'amavuko yaragiye mu buzima bwanjye, kandi kuva icyo gihe twaratandukanye. Twamaze igihe cyose turi kumwe mu mibonano mpuzabitsina kandi twembi twigeze gusambana n'abandi. Naretse kuko nifuzaga ko urugo rwanjye rukora neza ariko we ntiyabikora. Niba yaretse gusambana n'abandi bagore, ese urugo rwacu rushobora kurokoka? Cyangwa twagombye gutandukana gusa?",sleep,amod
Ndahora ndamusabira kugaruka. Ndamunezeza cyane ariko mfite ubwoba bwo kuba umubyeyi w'umwana wacu ari wenyine.,anxiety_worry,amod
"Umugore wanjye mu cyumweru gishize yavuze ko ashaka gutana n'umugabo we, kandi byaje gitunguranye.",sadness_low_mood,amod
"Ndi gutana n'umuntu w'umuhanga mu by'imibereho y'abantu, wansize undi mugore nyuma yo kunnyuzura mu buryo bw'ubwenge no mu byiyumvo mu gihe cy'imyaka 11. Nimukiye mu kindi gihugu kandi nyuma yo kureka akazi kanjye gashimishije, ndi gukora nk'umukozi wo mu resitora. Ndimo kwihangana uko nshoboye kose. Ese ni ibisanzwe kandi bifite ubuzima ko ntashobora kwihuza vuba kandi ngo mbe nk'imbaraga nkibwira ko ngomba kuba?",self_care_coping,amod
"Hari umuntu dukorana, ni incuti magara kandi nakundaga kuva namenyana, twarasohokanye nyuma y'imyaka myinshi twashakishije imibonano mpuzabitsina, nari nizeye ko hari byinshi nari mfite, ariko nta kintu na kimwe cyabaye.",overwhelmed_identity,amod
"Papa w'umwana wanjye yemeye kubahiriza ibyo nemera, umukozi bakorana yamwoherereje videwo idakwiriye, ararakara kuko yumvaga ko atari akwiriye kubwira incuti ye ngo itamukorera ibintu nk'ibyo.",relationship_support,amod
"Ndi mu mimerere igoranye cyane mu kigo cy'ikoranabuhanga, ndasaza cyane kandi ndishyura make cyane ku byo nkora, kandi ibyo ntibimpangayikisha gusa, ahubwo bintera n'agahinda.",self_care_coping,amod
"Umugore wanjye ahora anshinja ko namuhemukiye, akambwira ko nkora ibintu abona ko ntabubaha, nubwo ntabivuze nk'uko mbibona. Urugero, iyo mpamagaye umuntu ku kazi ngo ""mukundwa"".",relationship_support,amod
"Nari mfite imibonano mpuzabitsina n'umukozi twakoranaga. yafashe umwanzuro ko agiye kujya mu cyumba cyo muri hoteli mu mpera z'icyumweru. mbere y'uko mpembwa, namubwiye ko mfite amadolari 25,00 nkumva ko nzayishyura. ariko ubwo nabonaga umushahara wanjye, sinashoboraga kuriha amadolari 25,00. avuga ko namubeshye kuri ibyo. ashaka ko musubirira amadolari 25,00 ku cyumba cyo muri hoteli yahisemo kubona. yagumye muri hoteli, maze ndagenda. ntekereza ko ari byiza ko musubirira amadolari 25,00 ku cyiciro cy'amafaranga y'amafaranga y'amafaranga y'amafaranga y'amafaranga y'amafaranga",relationship_support,amod
"Ndi ingimbi, maze kubona akazi kanjye ka mbere. Mfite ukwezi n'igice. Ejo, umukoresha wanjye yanshyize aho nagombaga kujya mu bwiherero nkarira. Ntiyansabye, kandi ndishimye, ariko ubwo najyaga kumuvugishaho uyu munsi, naretse amarira abiri araturuka.",sleep,amod
"Ubu maze imyaka itatu nkorana n'uyu mugabo, kandi nabonye ko igihe namubonye bwa mbere, namenye ko nari naramukunze. Uko igihe cyagiye gihita, yabaye incuti yanjye magara, kandi twaganiraga ku bibazo by'imishyikirano yacu, umuryango wacu, inzozi zacu, n'ibindi. Buri gihe twajyaga dukundana, kandi umunsi umwe vuba aha, byatangiye kugenda neza. Twemeye kubirinda, kandi twabikoze, ariko mu bwenge bwanjye, nizeye ko byari kuzaba ibindi.",sleep,amod
"Navutse ndi umukobwa, ariko nifuza kuba umuhungu. kubera idini ryanjye sinashobora kubwira umuryango wanjye.",relationship_support,amod
"Njye n'umukunzi wanjye dukomoka mu muryango ukomeye wa gikristo ariko twembi twigeze gutandukana mu nzira ""inyuranyije n'izindi"".",relationship_support,amod
"Ndi umukobwa w'ingimbi n'abangavu w'umukristo, kandi nabuze ubusugi bwanjye. Umukunzi wanjye na we ni ingimbi n'abangavu w'umukristo, ariko ibintu byatangiye kudutandukanya mu buryo bw'ibitsina. Nateganyije kwirinda gukora imibonano mpuzabitsina ariko ntekereza ko ntasobanukiwe neza ibi kuko nanjye narayishutse maze ndayishuka. Twakomeje gukora imibonano mpuzabitsina. Mbese ibyo bishatse kuvuga ko atari we Imana yari yarateganyirije? Turi bato cyane, ariko ibyo ntibimbuza kurota iby'igihe kizaza cy'ubushobozi bwo kubana.",overwhelmed_identity,amod
"Ndi umukobwa ukiri muto, kandi mfite ikibazo cyo kubona ubwenegihugu bwanjye nyakuri ndi mu rugo. Ibi byose byatangiye igihe nari mfite umukunzi hashize amezi 10 cyangwa arenga. Umukunzi wanjye nanjye twari tumaranye amezi abiri, maze dufata umwanzuro wo gukora imibonano mpuzabitsina. Icyo gihe nari ndi umunyedini cyane, ariko narayiretse iragenda. Sinzi impamvu. Numvaga mfite icyaha ariko ahanini ni uko nzi ko ababyeyi banjye batabikunda. Ababyeyi banjye ni abanyedini cyane. Ni Abakristo. Twakoraga ibintu igihe cyose yazaga iwanjye. Nta cyo twakora.",self_care_coping,amod
"By'umwihariko, iyo abagize umuryango bateranye (urugero nk'ihamba), usanga hari imigenzo itandukanye.",relationship_support,amod
"Nyuma y'amezi make, nafashwe ku ngufu, kuva icyo gihe, kimwe n'ibindi bintu bibabaje byabaye, nagiye ngira ibibazo byo kumva ibyiyumvo.",self_care_coping,amod
"Hari igihe nari mfite impanuka y'imodoka, ariko se iyo mpanuka ishobora gutuma ndushaho kugira ibibazo?",anxiety_worry,amod
"Ndi umukozi w'Imana w'umunyamwete, kandi nifuza ko mu gihe cyose nshobora kugira icyo nkora ku buzima bwanjye bwa buri munsi, nkagira icyo nkora ku buzima bwanjye bwa buri munsi.",self_care_coping,amod
"Umukobwa wanjye yakorewe ihohoterwa akiri umwana. Noneho, ndamutse ndamukumbikiye cyangwa nkamukoraho mu buryo ubwo ari bwo bwose, avuga ko yumva ameze nk'aho ari umwana ukiri muto.",relationship_support,amod
"Mperutse kwiyahura n'incuti yanjye, ariko ndanywa urumogi kandi ndushaho kurwunywa kugira ngo mbone uko mbyihanganira.",self_care_coping,amod
"Mfite ibibazo mu muryango, kandi papa yari umunyarugomo kandi yari umuhemu.",relationship_support,amod
"Papa yaransambanye cyane ku buryo ntashobora gukora neza. Kureka ibyahise ni ngombwa kugira ngo umuntu agende neza, ariko mfite ubwoba bwo kuzamuka kuko sinzi uwo ndi we ntabanje kumenya uko ndi. Sinigeze mba ndi.",overwhelmed_identity,amod
"Njye n'umukunzi wanjye dufite ubuzima bubi bwo mu by'igitsina nyuma y'imyaka itatu dukundana, kandi sinzi icyo nkora. Mfite ubwoba buhoraho bw'ububabare mu gihe cyo gukora imibonano mpuzabitsina nyuma yo kugira abafatanyabikorwa babiri mbere batitaye ku byo bakoze.",anxiety_worry,amod
"Twaraye mu rugo rw'inshuti yacu turanywa, turareba televiziyo. Yahagurutse ajya kuryama. Numvise ndwaye. Yaje kureba niba ntameze neza, maze ndavuga nti oya. Naramubwiye ko nifuzaga gusubira mu rugo, arambwira ngo ndyamye. Igihe naryamye ku buriri, yatangiye kunkorera.",sadness_low_mood,amod
"Igihe nari mfite imyaka 14, barantwaye banshyira ku ngufu, uwo musore afungwa amezi atandatu, maze igihe kimwe n'incuti ebyiri nari mfite imyaka 19, sinigeze mbivuga.",relationship_support,amod
"Hari igihe nabaga ndi mu kaga, abantu baransekaga kandi bakansuzugura kuko numva nta muntu n'umwe unyizera by'ukuri. Hari ibindi bintu byinshi mpura na byo buri munsi. Iyo ndi kumwe n'incuti zanjye, ndirengagiza ibibazo byanjye, ariko iyo ndi jyenyine birantera ubwoba.",overwhelmed_identity,amod
Umukunzi wanjye arashaka ubuvuzi afite imyaka 40 afite ibibazo byo mu bwana afite abana n'uwahoze ari umugore we kandi ntashobora kubonana na bo.,relationship_support,amod
"Umuryango umwe wemeye ko wambujije gutekereza binyuze mu ikoranabuhanga. Icyigisho cyari ugushyiramo ibitekerezo abandi bantu bafite, ariko kuri jye, ni inzozi. Narabuze abana banjye, akazi kanjye, n'ibindi. Nari umuntu utemera. Sincyiringira umuforomo. Ntinya cyane kujya mu buhumekero cyangwa ikindi kintu icyo ari cyo cyose.",overwhelmed_identity,amod
"Hari umuntu ushobora kumfasha kwihanganira ibyanjye, hari umuntu ushobora kumfasha kwibuka ibyanjye byahise?",self_care_coping,amod
"Buri gihe iyo uwo twashakanye arakariye ikintu runaka, arankururira. Nta kintu na kimwe nkora cyiza, kandi iyo arakariye, arantuka amazina yose kandi akambwira amagambo mabi. Avuga ko atari ugukabya, ahubwo ko ari ugukabya gusa, kandi ko bitandukaniyeho. Buri gihe bigenda birushaho kuzamba. Amazina ni mabi cyane ubu.",relationship_support,amod
"Mfite umubano wo gusambanya. Twari kumwe umwaka n'igice. Yavuye muri gereza mu mwaka n'igice ushize, kandi dufite umwana. Nkunda umukunzi wanjye, kandi sinifuza kugenda ntarakunda guhangana na we mbere. Ni umuntu utagira aho ahuriye n'ibyiyumvo. Ntitujya tuvugana tuti ""ndagukunda"". Buri rugamba rurusha urwa mbere, kandi sinzi icyo nkora. Ntanyemerera kuvuga kuko arusha nanjye hejuru, kandi ibyo bituma numva ncitse intege.",relationship_support,amod
"Iyo arakariye, arankankankankankankira, rimwe na rimwe nkumva mfite ubwoba.",anxiety_worry,amod
"Nubwo hashize imyaka irindwi, ndacyafite inzozi mbi, nkangukira mu kiruhuko cy'amaraso, kandi izo nzozi zirambabaza.",relationship_support,amod
"Ubu umugabo wanjye tumaranye imyaka irindwi. Nzakubwiza ukuri: mfite ikibazo cyo kumubeshya ku bintu by'ubupfapfa. Mu minsi ishize nabeshye umugabo wanjye ku mpanuka kubera ko natinyaga kumubwira ibyabaye. Kuva icyo gihe, arampishagura cyane. Ararakara cyane kandi arantabara iminsi yose. Mu by'ukuri arankorera amagambo mabi n'ibyiyumvo bibi. Ankubwira ibintu bibi byose binyerekeye kandi akanzita amazina mabi. Ese twagombye kubimubwira ngo bireke? Narambiwe kurira, ariko dufite umwana muto duhuje.",sleep,amod
"Njye n'umukunzi wanjye tumaze imyaka itanu turi kumwe. Ku munsi wa mbere w'ubukwe bwacu, jye na we twagize amahirwe yo kuganira cyane kandi duhita dutangira kugirana ubucuti bukomeye. Muri iryo joro, we n'inshuti ye baraye iwanjye (nta cyizere mama yampaye) turabonana.",sleep,amod
"Mfite ibibazo by'uburakari byongereye mu myaka myinshi kuko sinigeze mpangana n'ibyiyumvo byanjye. Uburakari bwanjye ntabwo bwigeze buvugwa mu buryo bw'umubiri kugeza mu mwaka ushize. Umukunzi wanjye yagiye ahangana n'ibi bihe. Ndamukunda, kandi ntekereza ko ngiye kumwica, niba ntarakimwica. Iyo ndakariye ndamujyana ibintu, rimwe na rimwe ndamujyana. Ndashobora kumukubita nabi bihagije kugira ngo bimugirire nabi, ariko ndacyamwica mu buryo bw'umubiri. Sinshaka kumwica, kandi sinshaka ko ibintu bimera nabi.",relationship_support,amod
"Njye ndi kumwe n'umukunzi wanjye imyaka irenga 3. yanshutse umugore ubu akaba atwite. Anshyiraho nabi ku mubiri no mu mutwe. Nagerageje kumuvugisha kugirango dukemure ibibazo byacu; nyamara, ntabwo anshaka kuvuga kandi akenshi anshinja byose. Buri gihe mba ndi aho igihe cyose akeneye ubufasha bwanjye. Anshimira ko nubwo namufasha ntabwo bivuze ko ndi umuntu mwiza. Buri gihe anshyiraho umugayo nk'umugore kandi birambabaza. Ndamara umunsi wose ndira kandi numva ndi wenyine.",sadness_low_mood,amod
"Mfite umwana na mama. akora akazi. Mfata umuhungu wacu muto. Avuga ko nta cyo ashoboye kumuhemba. Nta cyo nabonye ariko ahora anshyira hasi, akambwira ko ngomba gusohoka kandi akambwira ko atankunda, ariko bukeye bwaho nyuma y'urugamba rwacu aravuga ko ankunda. Mfite ibihe bikomeye kuko mbere y'umwana wacu yavuze ko yafashwe ku ngufu n'umwe mu bagize umuryango we ariko ntiyajya kwa muganga cyangwa ku bapolisi. Ubu jye n'umuryango wanjye ntituganira. Buri gihe ambwira ko ndashavuza kandi ankoza isoni.",self_care_coping,amod
"Nari mfite imyaka myinshi nzi umukunzi wanjye. Twari inshuti kuva kera. Mu 2013 twatangiye umubano, ndetse yansabye ko nimukira hamwe na we kuko nari ntuye hanze ya leta. Nateganyije kwimukira hamwe na we mu 2014 nyuma yo kurangiza amashuri kandi yabonye akazi.",relationship_support,amod
Ubu mfite ikibazo cyo kurakara no kwizerana.,overwhelmed_identity,amod
Nkeneye ubufasha mbere yo guhunga umuhungu wanjye.,relationship_support,amod
"Umunyururu wanjye nta cyo ababarira, nta cyo ababara ku bantu bamugirira nabi, nta n'ubwo ambaza imbabazi, nta n'ubwo ababarira umuryango wanjye, yanteye gutakaza umutima wanjye kugeza ubwo nakoreshaga amagambo y'ibitutsi imbere ya mama na musaza wanjye.",relationship_support,amod
"Iyo ndakariye, nkora ibintu nk'ibyo, umugore wanjye n'umwana wanjye barahangayika.",relationship_support,amod
"Igihe nageraga mu rugo, jye n'umukunzi wanjye twarashyamiranye, ararakara, atangira gukubita mu maso, ni bwo bwa mbere yabigenje atyo, ariko nari kubeshya ndamutse mvuze ko ibyo bitantangaje.",overwhelmed_identity,amod
"Iyo mbwiye ababyeyi banjye n'umuryango wanjye, biroroshye cyane ko mba umujinya.",relationship_support,amod
"Umukobwa twari tumaranye igihe kinini yarantaye vuba aha, avuga ko ari ukubera uburakari bwanjye.",relationship_support,amod
"Mfite ibibazo byinshi byo kurakara muri iyi minsi. Gusa ijambo rimwe ryatumwe nabi ryatumye ndakara. sinigeze mba nka bene aka kageni kugeza ubwo nahuye n'umugabo wanjye ugiye kuba. Ntekereza ko ibibazo bye by'imimerere n'uburakari/uburakari byankoze ku mutima cyane. Sinjya ndushaho kumera nabi nka we, ariko ndatakaza hafi buri gihe kandi mbona ntashobora guhagarara. Mfite abana babiri bato bagomba kumva ibi, kandi sinshaka ko abakobwa banjye bakurira hamwe na mama nkanjye muri iyi minsi.",relationship_support,amod
"Nta gihe nabonye cyo gusinzira, nkomeza kuba maso ijoro ryose ntazi impamvu. Buri munsi numva mfite uburakari muri njye. Mfite umuryango muto ariko sinshobora kubwisanzuraho nk'uko nshaka. Mfite umwana w'umuhungu, numva ko ndamurakarira ndamubwira ibyo nkora.",sleep,amod
"Ikibazo cyanjye si ukurwanya ubushake bwo kurakara, ahubwo ni uburakari ubwarwo. Uburakari bwanjye ni bwinshi kandi butagira inenge ku buryo bufatika n'ibiteza stress. Buterera ibitekerezo by'urugomo, ariko sinjya nkora. Ndahora niteguye kumenya ko uburakari ari ubw'urugomo, atari jye. Sinshaka kwicika mu burakari no mu bwiyandarike.",overwhelmed_identity,amod
"Iyo mpanganye n'imimerere ituma ndakara cyangwa ndakara, ntangira kuvuma umuntu mpanganye na we cyangwa kumugirira nabi cyane. Mvuga ibintu bibi kugira ngo ndeke uburakari bwanjye buveho. Igihe cyose abantu bambwiye ibintu ku birebana n'imishyikirano yanjye (nk'uko gutangiza ibihuha cyangwa kuvuga ibintu bibi ku byerekeye jye cyangwa umubano wanjye), sinjye mbarangamira gusa abo bantu ahubwo n'umukunzi wanjye. Numva nkomeza gutera akabariro kubera kamere yanjye. Nkunda kuba umuntu mwiza kandi nkamenya kureka ibintu bikanshishikaza no kugira ibyishimo n'ubwitonzi.",overwhelmed_identity,amod
"Kumva ijwi ry'ibyo kurya no guhumeka bituma ngira ububabare bw'umutwe, cyane cyane mu kanwa, mpumeka no guhumeka.",overwhelmed_identity,amod
"Ndashavuye cyane. Numva ko impaka nabagize n'ababyeyi banjye zanteye ubwoba bwinshi n'imihangayiko, kandi sinzi icyo nkora. Nifuza kwicara kwa muganga, ariko sinshobora kubyihanganira, kandi nta ndwara mfite. Ndumva ntangiye kuba umunyarugomo. Iyo ntangiye kuba umujinya, ntangira guterera ibintu by'agaciro.",overwhelmed_identity,amod
"Buri gihe iyo mvuze, avuga ko ndamurakaza. Nanone iyo arakariye ikintu runaka, urugero nk'akazi, arankarira. Numva tumeze nk'abari kure cyane. Twahoraga duseka, kandi numva ko atuma ibintu bibi birushaho kuba bibi. Nakora iki? Tumaze imyaka ibiri dushyingiranywe ariko tumaze imyaka irindwi turi kumwe.",overwhelmed_identity,amod
"Ndi ingimbi. Mfite uburakari buturutse ku munezero, nk'uburakari butagira rutangira. Numvaga ari hormone, ariko n'abandi barabyibuka. Nkunda kwiyahura ariko ndahagarika. Ubu iyo ndwaye, nduma amaboko n'intoki, ndasokoza umusatsi, ndasokoza mu maso, cyangwa nkakubita ibiganza.",relationship_support,amod
"Mfata igihe kinini kugira ngo ndyamye; nshobora kuvuga ko ari amasaha abiri. Akenshi ngira inzozi mbi, ngatangira ndya ikiyoka, kandi akenshi nkanguka mfite ubwoba kandi ntashobora guhumeka. Ndizera ko natangiye gutakaza ibitotsi nyuma yo gutandukana n'umukunzi wanjye w'imyaka 8. Nanone, ubucuruzi bwa data bwarangiritse kandi mama afite indwara idakira. Nari mpangayitse cyane, ubuzima bwanjye bukaba bwaratakaje intego.",sleep,amod
"Kuva ku munsi wa mbere, nari ndi jyenyine, ndi umwana w'imyaka itanu, kandi mbona nta muntu n'umwe niringira. Byantwaye imyaka ine kugira ngo amaherezo mbwire incuti yanjye nziza. Igihe cyose menya ko nkunda umuntu, ndatangara kandi sinongera kuvugana na we.",relationship_support,amod
"Mfite imyaka 11 nshyingiranywe. Mu myaka 2 ishize, twitandukanyije cyane. Turabana ariko nta cyo twitayeho. Akenshi numva ko umugabo wanjye afite ""inshuti"" ku kazi, akaba ari zo amariye byinshi kurusha jye.",sleep,amod
"Hari impamvu ituma numva ntishimye iyo umukunzi wanjye agaragaje umubiri we mu buryo runaka ku mbuga nkoranyambaga. Ndabizi ko yishimiye umubiri we kandi ndawubaha, ariko sinumva meze neza iyo agaragaje umubiri we ku mugaragaro nk'uko abigenza. Igihe cyose mbimubwiye atekereza ko namwita indaya.",relationship_support,amod
"Umugabo wanjye najye twagize imibonano mpuzabitsina ya mbere mu byiciro bitatu vuba aha. Buri wese yaranywaga kandi yari amufitiye irari rirenze iryanjye. Twaraganiriye nyuma yaho, bituma numva ndushijeho kumererwa neza, none ubu ndumva ndushijeho kuririkira.",sadness_low_mood,amod
"Nagiye mpemukira umugabo wanjye w'imyaka itanu inshuro zigera ku icumi. Mvugira ko tutashyingiranywe ku kazi. Vuba aha, yarabimenye ariko ndabeshya kugira ngo mbikwirinde. Akunda kuganira n'abakobwa kuri interineti, ariko nabonye ko mpora mfitanye agakungu.",overwhelmed_identity,amod
"Jye n'umugabo wanjye tumaze imyaka irindwi dushyingiranywe, kandi muri icyo gihe twakoze imibonano mpuzabitsina incuro enye cyangwa eshanu gusa. Abandi bantu bambwiye ko abagabo benshi bari kundeka ubu.",relationship_support,amod
"Njye n'umukunzi wanjye tumaze imyaka 3 turi kumwe kandi umubano wacu uhora mwiza. Ikibazo cyonyine twagize ni uko yumvaga ko ntamuha agaciro k'ibitsina bihagije. Mperutse kumenya ko yanshutse n'undi mugore. Avuga ko ashaka ko umuryango we usubiraho ariko sinzi icyo nakora. Ese dushobora kurengana n'ubwo buhemu, cyangwa se nagombye gukomeza?",relationship_support,amod
"Nari ndi kumwe n'inshuti zanjye muri pariki, turaganira kandi turishimye. Nyuma y'igihe runaka, nahuye n'umukobwa aho ngaho. Twaraganiriye turabeshyaga igihe runaka, hanyuma duhahana nimero zacu turagenda. Twaraganiriye amezi make, hanyuma dusubira guhura. Yarankomeje, ntekereza ko turimo dukundana. Hanyuma nsanga afite umukunzi.",sadness_low_mood,amod
"Umugabo wanjye yari afite ikibazo cy'ibyiyumvo n'uwahoze ari umugore we mu kwezi k'Ugushyingo. Yamutumiye gusangira na umukobwa we. Sinari mbizi kugeza nyuma ya saa kumi n'imwe z'ijoro ubwo namubazaga aho ari. Yari yanyoye, maze ndamubwira ko atagomba gutaha muri iryo joro. Bukeye bwaho, twaganiriye ku bijyanye no kujya kwa muganga. Yagiye hanze muri iryo joro n'inshuti ze avuga ko uwahoze ari umugore we atagiye. Mbonye muri Mata ko yagiye. Mbonye uburyo bwo kumubwira ibintu byose. Namenye ko yaraye muri iryo joro rya kabiri.",relationship_support,amod
"Kubera ko nyina amuhumuriza buri gihe, kandi akaba ajya gusohoka n'umuryango we, ntituganira cyane, kandi hari ibyo duhura na byo, twifuza kubikemura ariko ntituzi uko tubikora.",relationship_support,amod
"Nagiye kureba umukunzi wanjye wa kera kugira ngo mbwire umwe mu nshuti ze z'abanyeshuri bo mu mashuri yisumbuye yagerageje kwiyahura. Igihe nagiye kumubwira ko namushyize mu mwanya mubi cyane kandi ko namushyize umutwaro munini ku bitugu bye. Yararakaye cyane kubera ko nagiye kumureba kugira ngo nkore ibyo. Ese naba ntabeshya ko nagiye kumureba kugira ngo namwegere? Yaramfashije cyane mu kwiheba kwanjye no mu ngeso mbi zanjye, ni yo mpamvu namwiyumvishaga ko agomba kumwegera. Yatumye numva nabi cyane kubera ko natekerezaga cyane ku",sadness_low_mood,amod
"Yambwiye ko yatangiye kwitandukanya n'abandi kubera ko nari nsaba ibintu byinshi mu mishyikirano, uko narushagaho kugerageza gukosora ibintu, ni ko byagenda birushaho kuzamba.",overwhelmed_identity,amod
"Umukunzi wanjye afite umukunzi w'umukobwa. Byaranshishikaje cyane kubera ukuntu bari hafi, ni yo mpamvu nafashe umwanzuro wo kumenyana na we. Ibyo byatumye ibintu birushaho kuzamba kuko bari hafi kuruta uko nari mbizi. Bakoze nk'umugabo n'umugore aho kuba incuti. Nta mishyikirano ya buri wese yariho, ariko yavuganaga n'uwo mukobwa kenshi. Ni iki nakora?",self_care_coping,amod
"Yibeshye ku bintu byose by'ubuzima bwe. Yashyizeho imibanire itatu y'ibinyoma. Iyo ya vuba aha ni ikibazo kuko afite amafoto y'ibinyoma, telefoni n'ubutumwa bw'ibimenyetso, kandi ari kumwe n'umugabo wubatse ufite abana.",relationship_support,amod
"Umugabo wanjye yapfushije se yiyahura. Avuga ko kubera ko se yapfuye, umutima we na wo warapfuye. Avuga ko adashobora kuba iruhande rwanjye cyangwa ngo akunde kandi ko adashaka kongera kugira icyo akora kuri jye. Kuki akora ibyo igihe twari twishimye cyane? Avuga ko nta kibi nakoze ariko ko adashobora kuba iruhande rwanjye.",overwhelmed_identity,amod
"Kuva jye n'umusore twashakanye dutandukana, sinashoboraga kwegera undi muntu uwo ari we wese.",sadness_low_mood,amod
"Iyo umukunzi wanjye atangiye kumbuza amahwemo, amara iminsi anyicisha ubusa. Iyo mbajije icyo nabibeshye, nta cyo mbona: nta gisubizo, nta guhamagara. Iyo asubije, ni ikintu giteye agahinda kandi kibabaza cyane. Ntiyemera ko yibeshye kandi ntiyicuza.",relationship_support,amod
Umugabo wanjye yaransenze igihe nari ntwite umuhungu wacu n'uwo bitaga incuti yacu. Ibyo byabaye mbere y'uko dushyingiranwa. Twatandukanye maze amaherezo ibintu birangira. Natekereje ko namwizeye bityo turashyingiranwa. Ubu aracyashakana n'abakobwa bari imbere yanjye.,relationship_support,amod
"Buri munsi mu gihe cy'imyaka itanu, umugabo wanjye yannyuzuraga mu buryo bw'umwuka ambwira ko azahindura. Mfite umwana. Ndagerageza cyane kumubera imbaraga, ariko ubu ndumva ntabishobora.",relationship_support,amod
"Njye n'umukunzi wanjye twagiye tuvuguruza byinshi muri iyi minsi. Ibi birasohora kuko rimwe na rimwe twifuza ibintu bitandukanye. Ndamukorera byinshi: ndamurinda, ariko amaherezo na n'ubu ntampora ambyizera. Twembi twageze ku mwanzuro w'uko iyo nshaka ikintu ariko ntakiyifuza, ntashaka kubona uburyo bwo kwishimisha. Gusa ntabwo bigira icyo bivugaho. Sinzi icyo nakora mu by'ukuri. Ntanyizera cyane nk'uko nanjye mbibona.",self_care_coping,amod
"Ubuzima bwanjye bwose, nagiye mpunga abantu, amaherezo naje kubona umukunzi mwiza unkunda, ariko nkomeza kumuhunga, kandi sinifuza.",relationship_support,amod
"Mfite imyaka umunani dukundana, twahuye mu ishuri rya kaminuza kure y'iwacu, ibintu byagiye birushaho kuzamba igihe nahuye n'umuryango we wamwitagaho nk'umugabo wabo, bagategereza ko yajyanaga na bo mu minsi mikuru nk'iya sinema, agasohoka akajya kurya igihe bazaga, kandi we atekereza ko ari byiza.",relationship_support,amod
"Yarabeshye ku bibazo yari afite mu gihe cyahise n'iki gihe. Kuva igihe cyahise, yarahindutse, ariko ndacyafite amakenga. Sinzi niba ngomba kuguma cyangwa kugenda, ariko nanga uko numva. Sinamwizera cyane, ariko nta kintu na kimwe yankoreye kugira ngo ntamwizere mu minsi ishize.",overwhelmed_identity,amod
"Umukunzi wanjye w'imyaka 15 ahora afasha umuryango we, kandi numva ko umuryango we ukoresha neza ineza ye.",overwhelmed_identity,amod
"Mu mezi umunani namaze nkundana n'umukunzi wanjye, nabeshye ku bintu byinshi. Naryamye n'abagabo babiri kugira ngo nihorere umukunzi wanjye kuko yarantaye. Noneho ibyo mvuga byose ntazbyemera, nubwo naba ndi imvugakuri. Sinzi icyo nakora ikindi gihe.",relationship_support,amod
